zipcode,name,tel,beonji,address
501-709,광주동부경찰서,062-227-7000,20,광주 동구　　
500-720,광주북부경찰서,062-267-7000,782-3,광주 북구　　
502-703,광주서부경찰서,062-366-7000,96-1,광주 서구　　
306-702,대전동부경찰서,042-627-6650,187,대전 대덕구　
306-701,대전북부경찰서,042-252-0112,83-2,대전 대덕구　
302-721,대전둔산경찰서,042-476-0112,950,대전 서구　　
302-704,대전서부경찰서,042-587-7000,292-15,대전 서구　　
301-702,대전중부경찰서,042-252-0112,496-1,대전 중구　　
680-709,울산남부경찰서,052-260-3251~3,689-2,울산 남구　　
682-818,울산동부경찰서,052-232-0112,666-1,울산 동구　　
681-702,울산중부경찰서,052-292-0112,603,울산 중구　　
689-702,울산울주경찰서,052-248-1113,구영리 380,울산 울주군　
689-852,울산울주경찰서,052-248-1113,구영리 380,울산 울주군　
210-704,강릉경찰서,033-653-0112,1113,강원 강릉시　
240-702,동해경찰서,033-535-0112,816,강원 동해시　
245-703,삼척경찰서,033-573-0112,472,강원 삼척시　
217-703,속초경찰서,033-633-0112,3-6,강원 속초시　
220-707,원주경찰서,033-732-0112,1105,강원 원주시　
200-954,춘천경찰서,033-241-0112,590-1,강원 춘천시　
235-702,태백경찰서,033-581-4113,150-50,강원 태백시　
219-803,고성경찰서,033-682-0112,신안리 134-2,강원 고성군　
255-804,양구경찰서,033-482-0112,상리 280-9,강원 양구군　
230-805,영월경찰서,033-373-3333,영흥리 945,강원 영월군　
252-806,인제경찰서,033-461-0112,상동리 380-1,강원 인제군　
233-804,정선경찰서,033-562-0112,봉양리 316,강원 정선군　
269-805,철원경찰서,033-452-0112,신철원리 4-650,강원 철원군　
232-807,평창경찰서,033-334-0112,하리 113-1,강원 평창군　
250-802,홍천경찰서,033-435-0112,태학리 309,강원 홍천군　
209-804,화천경찰서,033-442-0112,아리 241,강원 화천군　
225-807,횡성경찰서,033-342-3333,읍상리 545,강원 횡성군　
412-703,고양경찰서,031-974-4311~2,1008,경기 고양시　
410-740,일산경찰서,031-921-1120,725,경기 고양시　
411-740,일산경찰서,031-929-9123,725,경기 고양시　
427-806,과천경찰서,02-507-1101~2,39,경기 과천시　
423-703,광명경찰서,02-2614-0112,418,경기 광명시　
464-721,광주경찰서,031-765-3550~1,541-2,경기 광주시　
471-770,구리경찰서,031-560-9112,산118,경기 구리시　
435-702,군포경찰서,031-391-0112,848,경기 군포시　
415-711,김포경찰서,031-982-0112,361-2,경기 김포시　
472-703,남양주경찰서,031-567-0113,20-15,경기 남양주시
422-702,부천남부경찰서,032-653-8000,601,경기 부천시　
420-702,부천중부경찰서,032-679-0112,1105,경기 부천시　
463-789,분당경찰서,031-786-5112,160,경기 성남시　
461-824,성남수정경찰서,031-753-2111~3,6812,경기 성남시　
462-806,성남중원경찰서,031-733-0181~2,269-1,경기 성남시　
443-705,수원남부경찰서,031-216-0005,1196,경기 수원시　
441-440,수원서부경찰서,031-8012-0329,911,경기 수원시　
440-301,수원중부경찰서,031-271-0114,873-4,경기 수원시　
429-737,시흥경찰서,031-317-8200,262-2,경기 시흥시　
425-703,안산단원경찰서,031-480-0114,514,경기 안산시　
426-703,안산상록경찰서,031-415-9112,1586,경기 안산시　
456-771,안성경찰서,031-675-7000,544-8,경기 안성시　
431-900,안양경찰서,031-449-7000,1105,경기 안양시　
482-778,양주경찰서,031-869-9112,84-7,경기 양주시　
449-707,용인경찰서,031-339-0112,731,경기 용인시　
480-704,의정부경찰서,031-848-0112,420,경기 의정부시
467-728,이천경찰서,031-637-0111~3,420-8,경기 이천시　
413-711,파주경찰서,031-943-4900,771,경기 파주시　
450-703,평택경찰서,031-657-0112,619,경기 평택시　
487-716,포천경찰서,031-536-5112,구읍리 729,경기 포천시　
447-703,화성동부경찰서,031-371-8101,350,경기 화성시　
445-080,화성서부경찰서,031-371-8101,,경기 화성시　
477-702,가평경찰서,031-582-2700,대곡리 230-9,경기 가평군　
476-704,양평경찰서,031-771-0112~3,양근리 279,경기 양평군　
469-724,여주경찰서,031-886-0111~3,창리 162,경기 여주군　
486-703,연천경찰서,031-834-7733~4,차탄리 1-34,경기 연천군　
656-702,거제경찰서,055-687-0112,1284-2,경남 거제시　
621-744,김해경찰서,055-332-0112,20-1,경남 김해시　
630-701,마산동부경찰서,055-251-0112,106,경남 마산시　
631-706,마산중부경찰서,055-224-0112,5,경남 마산시　
627-705,밀양경찰서,055-354-0112,예림리 942-23,경남 밀양시　
664-704,사천경찰서,055-833-0112,59-4,경남 사천시　
664-830,사천경찰서,055-833-0112,59-4,경남 사천시　
626-702,양산경찰서,055-388-0112,481,경남 양산시　
660-010,진주경찰서,055-746-1113,10,경남 진주시　
645-210,진해경찰서,055-541-0112,2,경남 진해시　
641-796,창원서부경찰서,055-277-0112,911,경남 창원시　
641-707,창원중부경찰서,055-264-0112,96-1,경남 창원시　
650-800,통영경찰서,055-644-0112~3,376-1,경남 통영시　
670-807,거창경찰서,055-944-0112,상림리 74-4,경남 거창군　
638-803,고성경찰서,055-672-0112,동외리 157-2,경남 고성군　
668-802,남해경찰서,055-862-0112,북변리 179-1,경남 남해군　
666-804,산청경찰서,055-972-0112,산청리 330,경남 산청군　
636-805,의령경찰서,055-570-7000,중동리 267-5,경남 의령군　
635-804,창녕경찰서,055-533-0112,교상리 28-7,경남 창녕군　
667-804,하동경찰서,055-884-0112,읍내리 272,경남 하동군　
637-703,함안경찰서,055-582-0112,말산리 596,경남 함안군　
676-806,함양경찰서,055-962-0112,운림리 46-3,경남 함양군　
678-801,합천경찰서,055-931-0112,합천리 790-1,경남 합천군　
712-705,경산경찰서,053-814-0112,503,경북 경산시　
780-040,경주경찰서,054-742-0112,150,경북 경주시　
730-715,구미경찰서,054-450-3324,59,경북 구미시　
740-973,김천경찰서,054-433-0112,24-19,경북 김천시　
745-704,문경경찰서,054-553-0112,251-4,경북 문경시　
742-708,상주경찰서,054-534-0112,13-2,경북 상주시　
760-230,안동경찰서,054-853-0112,350-4,경북 안동시　
750-771,영주경찰서,054-632-0112,27-2,경북 영주시　
750-907,영주경찰서,054-632-0112,27-2,경북 영주시　
790-828,포항남부경찰서,054-284-0880,497,경북 포항시　
791-020,포항북부경찰서,054-244-0112,123-1,경북 포항시　
717-801,고령경찰서,054-954-2700,쾌빈리 433-11,경북 고령군　
716-804,군위경찰서,054-382-0112,서부리 64,경북 군위군　
755-805,봉화경찰서,054-672-0112,내성리 194-1,경북 봉화군　
719-801,성주경찰서,054-931-0112,경산리 172-4,경북 성주군　
766-805,영덕경찰서,054-732-0112,남산리 59-3,경북 영덕군　
764-805,영양경찰서,054-682-7000,서부리 335,경북 영양군　
757-805,예천경찰서,054-653-0112,서본리 5-20,경북 예천군　
799-801,울릉경찰서,054-791-0112,도동리 206-2,경북 울릉군　
767-801,울진경찰서,054-782-0112,읍내리 205,경북 울진군　
769-805,의성경찰서,054-832-7000,후죽리 608-3,경북 의성군　
714-806,청도경찰서,054-371-0112,송읍리 600,경북 청도군　
763-802,청송경찰서,054-874-0112,월막리 239-2,경북 청송군　
545-803,광양경찰서,061-761-0112,목성리 1035-10,전남 광양시　
520-050,나주경찰서,061-332-0112,15,전남 나주시　
530-710,목포경찰서,061-272-0112,354,전남 목포시　
540-080,순천경찰서,061-751-0112,425,전남 순천시　
550-050,여수경찰서,061-662-0112,343,전남 여수시　
527-802,강진경찰서,061-433-0112,남성리 106,전남 강진군　
548-804,고흥경찰서,061-834-0112,옥하리 292,전남 고흥군　
516-800,곡성경찰서,061-363-0112,읍내리 162-2,전남 곡성군　
542-804,구례경찰서,061-781-0112,봉동리 315,전남 구례군　
517-806,담양경찰서,061-381-0112,백동리 350,전남 담양군　
534-803,무안경찰서,061-454-0112,성남리 218,전남 무안군　
546-701,보성경찰서,061-853-0112,보성리 738-2,전남 보성군　
513-807,영광경찰서,061-352-0112,무령리 203,전남 영광군　
526-802,영암경찰서,061-471-0112,서남리 137-2,전남 영암군　
537-807,완도경찰서,061-553-0112,죽청리 483-28,전남 완도군　
515-805,장성경찰서,061-392-0112,영천리 1022-2,전남 장성군　
529-804,장흥경찰서,061-862-0112,동동리 281,전남 장흥군　
539-802,진도경찰서,061-542-0112,남동리 453-14,전남 진도군　
525-804,함평경찰서,061-324-0112,함평리 120,전남 함평군　
536-809,해남경찰서,061-534-0112,해리리 281-2,전남 해남군　
519-808,화순경찰서,061-374-0112,향청리 146,전남 화순군　
573-704,군산경찰서,063-443-0112,634-8,전북 군산시　
576-802,김제경찰서,063-543-0112,141-2,전북 김제시　
590-990,남원경찰서,063-631-0112,975,전북 남원시　
570-701,익산경찰서,063-841-0112,289,전북 익산시　
561-702,전주덕진경찰서,063-211-0112,360-1,전북 전주시　
560-711,전주완산경찰서,063-285-0112,142-1,전북 전주시　
580-030,정읍경찰서,063-531-7000,106,전북 정읍시　
580-759,정읍경찰서,063-531-7000,106,전북 정읍시　
585-803,고창경찰서,063-563-0112,석교리 9-2,전북 고창군　
568-802,무주경찰서,063-322-0112,당산리 773,전북 무주군　
579-833,부안경찰서,063-583-0112,역리리 222-2,전북 부안군　
595-805,순창경찰서,063-652-0112,순화리 479,전북 순창군　
565-901,완주경찰서,063-261-0112,신성리 29,전북 완주군　
566-805,임실경찰서,063-642-0112,이도리 28-1,전북 임실군　
597-800,장수경찰서,063-351-0112,장수리 272,전북 장수군　
567-800,진안경찰서,063-433-0112,군상리 955-2,전북 진안군　
697-806,서귀포경찰서,064-739-0112,731-1,제주 서귀포시
690-731,제주경찰서,064-753-0112,1234,제주 제주시　
314-020,공주경찰서,041-854-0112,242-12,충남 공주시　
320-901,논산경찰서,041-733-0112,남교리 78-2,충남 논산시　
355-010,보령경찰서,041-933-7000,171-1,충남 보령시　
355-770,보령경찰서,041-933-7000,171-1,충남 보령시　
356-703,서산경찰서,041-662-0112,61-3,충남 서산시　
336-704,아산경찰서,041-541-0112,94-6,충남 아산시　
330-702,천안경찰서,041-621-0112,174-1,충남 천안시　
312-802,금산경찰서,041-751-0112,상리 175-3,충남 금산군　
343-805,당진경찰서,041-352-7000,읍내리 560,충남 당진군　
323-700,부여경찰서,041-835-0112,동남리 588-2,충남 부여군　
325-903,서천경찰서,041-956-0112,신창리 175-2,충남 서천군　
339-804,연기경찰서,041-865-0112,번암리 66-16,충남 연기군　
340-804,예산경찰서,041-331-0112,예산리 526-2,충남 예산군　
350-808,홍성경찰서,041-634-0112,옥암리 275-1,충남 홍성군　
390-240,제천경찰서,043-643-0112,194,충북 제천시　
360-702,청주상당경찰서,043-215-0112,354-10,충북 청주시　
361-702,청주흥덕경찰서,043-215-0112,2342,충북 청주시　
380-950,충주경찰서,043-854-0112,419,충북 충주시　
367-802,괴산경찰서,043-832-0112,서부리 266,충북 괴산군　
376-805,보은경찰서,043-544-0112,장신리 1-3,충북 보은군　
373-806,옥천경찰서,732-0112,금구리 149-3,충북 옥천군　
110-062,서울특별시교육위원회,02-399-9114,2-77,서울 종로구　
614-703,부산광역시교육위원회,051-860-0114,455-1,부산 부산진구
702-838,경상북도교육위원회,053-955-8213,1111-1,대구 북구　　
706-703,대구광역시교육위원회,053-757-8504,119-2,대구 수성구　
500-756,전라남도교육위원회,062-571-3335,385,광주 북구　　
502-704,광주광역시교육위원회,062-380-4531~8,657-37,광주 서구　　
440-702,경기도교육위원회,031-249-0518~9,495,경기 수원시　
110-062,서울특별시교육청,02-399-9114,2-77,서울 종로구　
614-703,부산광역시교육청,051-860-0320~2,455-1,부산 부산진구
702-838,경상북도교육청,053-959-2101,1111-4,대구 북구　　
706-032,대구광역시교육청,053-752-9111,119-2,대구 수성구　
500-816,전라남도교육청,062-606-0523,385,광주 북구　　
502-841,광주광역시교육청,062-380-4500,657-37,광주 서구　　
681-703,울산광역시교육청,052-210-5400,250,울산 중구　　
200-713,강원도교육청,033-253-5321~9,84,강원 춘천시　
440-702,경기도교육청,031-248-1040~62,495,경기 수원시　
561-709,전라북도교육청,063-270-8114,301-26,전북 전주시　
690-703,제주특별자치도교육청,064-710-0114 ,311-46,제주 제주시　
135-867,서울특별시강남교육청,02-545-1577,28,서울 강남구　
132-718,서울특별시북부교육청,02-999-0022,327-1,서울 도봉구　
130-853,서울특별시동부교육청,02-2217-7985,188-7,서울 동대문구
156-838,서울특별시동작교육청,02-815-777,175-1,서울 동작구　
120-808,서울특별시서부교육청,02-363-2751,67-85,서울 서대문구
133-816,서울특별시성동교육청,02-2281-2010,791-1,서울 성동구　
138-220,서울특별시강동교육청,02-3434-4352,22-11,서울 송파구　
158-706,서울특별시강서교육청,02-2600-0801,17-1,서울 양천구　
150-808,서울특별시남부교육청,02-2631-1237,121-297,서울 영등포구
110-851,서울특별시중부교육청,02-745-5891,255-22,서울 종로구　
608-817,부산광역시남부교육청,051-633-9175,1272,부산 남구　　
607-020,부산광역시동래교육청,051-557-0733~9,72-8,부산 동래구　
614-090,부산광역시동부교육청,051-808-7711~9,산6-1,부산 부산진구
617-800,부산광역시북부교육청,051-316-6161~9,119-6,부산 사상구　
602-821,부산광역시서부교육청,051-248-0311~9,163,부산 서구　　
612-030,부산광역시해운대교육청,051-709-0300,1290,부산 해운대구
705-815,대구달성교육청,053-626-5322,1600-7,대구 남구　　
704-805,대구남부교육청,053-650-2114,275-1,대구 달서구　
703-804,대구서부교육청,053-560-5114,467-2,대구 서구　　
700-442,대구동부교육청,053-255-5016,830,대구 중구　　
417-802,인천광역시강화교육청,032-933-2081,관청리 200,인천 강화군　
506-806,광주광역시서부교육청,062-940-0644~6,830-6,광주 광산구　
500-872,광주광역시동부교육청,062-605-5500~4,367-58,광주 북구　　
683-410,울산광역시강북교육청,052-282-6417,820,울산 북구　　
689-808,울산광역시강남교육청,052-254-1125,어음리 238-2,울산 울주군　
210-931,강원도강릉교육청,033-643-5505,351-19,강원 강릉시　
240-810,강원도동해교육청,033-531-6851,817,강원 동해시　
245-080,강원도삼척교육청,033-572-8604~5,734,강원 삼척시　
217-805,강원도속초교육청,033-637-7401~3,776-1,강원 속초시　
220-727,강원도원주교육청,033-764-5003,205-40,강원 원주시　
200-120,강원도춘천교육청,033-259-1500,2-2,강원 춘천시　
219-801,강원도고성교육청,033-681-6183,상리 198,강원 고성군　
255-806,강원도양구교육청,033-482-0271~2,중리 69,강원 양구군　
230-808,강원도영월교육청,033-373-1133,하송리 306-1,강원 영월군　
252-806,강원도인제교육청,033-461-4024~5,상동리 356-12,강원 인제군　
233-804,강원도정선교육청,033-562-5850,봉양리 400-1,강원 정선군　
269-802,강원도철원교육청,033-452-3624,지포리 224,강원 철원군　
232-806,강원도평창교육청,033-332-2611~2,중리 240,강원 평창군　
250-805,강원도홍천교육청,033-433-1151,신장대리 79-50,강원 홍천군　
209-804,강원도화천교육청,033-441-2585~6,하리 4-5,강원 화천군　
225-808,강원도횡성교육청,033-343-2592,읍하리 359,강원 횡성군　
410-812,경기도고양교육청,031-900-2800,818,경기 고양시　
423-817,경기도광명교육청,02-2610-0591~2,411-1,경기 광명시　
464-801,경기도광주교육청,031-760-4010,36,경기 광주시　
435-050,경기도군포교육청,031-390-1101,845,경기 군포시　
415-802,경기도김포교육청,031-980-1110~1,1142,경기 김포시　
472-710,경기도남양주교육청,031-563-5191,158-3,경기 남양주시
483-020,경기도동두천교육청,031-860-4353~5,284-1,경기 동두천시
420-849,경기도부천교육청,032-326-2108,1051-9,경기 부천시　
463-824,경기도성남교육청,031-708-6584~9,279,경기 성남시　
440-816,경기도수원교육청,031-250-1335,107-12,경기 수원시　
425-801,경기도안산교육청,031-412-4542~5,517-2,경기 안산시　
456-070,경기도안성교육청,031-677-5211~2,186,경기 안성시　
431-060,경기도안양교육청,031-380-7056,1592,경기 안양시　
447-220,경기도화성교육청,031-371-0600,715,경기 오산시　
447-801,경기도화성교육청,031-374-3404,862,경기 오산시　
449-925,경기도용인교육청,031-331-9367,195,경기 용인시　
480-844,경기도의정부교육청,031-820-0052~6,225-3,경기 의정부시
467-803,경기도이천교육청,031-639-5651~5,375-11,경기 이천시　
413-802,경기도파주교육청,031-940-7111,783,경기 파주시　
450-805,경기도평택교육청,031-650-1201,458,경기 평택시　
487-871,경기도포천교육청,031-539-0000,구읍리 685,경기 포천시　
477-703,경기도가평교육청,031-582-4101~4,읍내리 542-1,경기 가평군　
476-802,경기도양평교육청,031-772-2384,양근리 491-1,경기 양평군　
469-804,경기도여주교육청,031-880-2310,상리 201,경기 여주군　
486-704,경기도연천교육청,031-834-1420~3,현가리 43-13,경기 연천군　
656-814,경상남도거제교육청,055-636-2285~8,433-1,경남 거제시　
621-050,경상남도김해교육청,055-334-3814~5,78-3,경남 김해시　
630-804,경상남도마산교육청,055-250-7555,435-1,경남 마산시　
627-804,경상남도밀양교육청,055-355-2143~5,186,경남 밀양시　
664-834,경상남도사천교육청,055-832-8758,412-1,경남 사천시　
626-050,경상남도양산교육청,055-388-0802,153-3,경남 양산시　
660-805,경상남도진주교육청,055-757-2364~5,299-3,경남 진주시　
645-280,경상남도진해교육청,055-542-1301,266-11,경남 진해시　
650-804,경상남도통영교육청,055-648-6511~2,69-6,경남 통영시　
670-804,경상남도거창교육청,055-944-3801,대평리 1303-4,경남 거창군　
638-803,경상남도고성교육청,055-673-7432,동외리 510,경남 고성군　
668-802,경상남도남해교육청,055-864-3651~2,북변리 227-1,경남 남해군　
666-807,경상남도산청교육청,055-973-0551,지리 735-2,경남 산청군　
636-805,경상남도의령교육청,055-572-2481,중동리 269-1,경남 의령군　
635-805,경상남도창녕교육청,055-533-3592~3,교하리 5-3,경남 창녕군　
667-801,경상남도하동교육청,055-880-1951~5,광평리 423-5,경남 하동군　
637-805,경상남도함안교육청,055-582-1304,말산리 257,경남 함안군　
676-801,경상남도함양교육청,055-963-3183,교산리 1008-11,경남 함양군　
678-801,경상남도합천교육청,055-931-7093~4,합천리 129,경남 합천군　
712-802,경상북도경산교육청,053-811-6580,847-6,경북 경산시　
780-933,경상북도경주교육청,054-741-0135,918,경북 경주시　
730-914,경상북도구미교육청,054-455-2970,55,경북 구미시　
740-707,경상북도김천교육청,054-432-3011,69-9,경북 김천시　
745-888,경상북도문경교육청,054-552-2291~2,405-3,경북 문경시　
760-230,경상북도안동교육청,054-858-1045~6,333-156,경북 안동시　
750-906,경상북도영주교육청,054-632-5167,22-3,경북 영주시　
791-811,경상북도포항교육청,054-288-6811,615-21,경북 포항시　
717-801,경상북도고령교육청,054-955-2502~3,쾌빈리 433-5,경북 고령군　
716-804,경상북도군위교육청,054-383-2586~7,동부리 230-2,경북 군위군　
755-805,경상북도봉화교육청,054-672-1771,내성리 280-1,경북 봉화군　
719-801,경상북도성주교육청,054-933-2092~3,경산리 660,경북 성주군　
766-804,경상북도영덕교육청,054-732-3600,덕곡리 310-1,경북 영덕군　
764-804,경상북도영양교육청,054-683-3701,동부리 96,경북 영양군　
757-803,경상북도예천교육청,054-655-7508,남본리 222,경북 예천군　
799-801,경상북도울릉교육청,054-791-2292~3,도동리 175-3,경북 울릉군　
767-801,경상북도울진교육청,054-782-5677,읍내리 290-6,경북 울진군　
769-801,경상북도의성교육청,054-832-0024,도동리 647-1,경북 의성군　
714-802,경상북도청도교육청,054-372-1902~3,고수리 508,경북 청도군　
763-802,경상북도청송교육청,054-872-7133~4,월막리 438-1,경북 청송군　
545-804,전라남도광양교육청,061-760-3331~4,우산리 551,전남 광양시　
520-130,전라남도나주교육청,061-332-2504,1103-1,전남 나주시　
530-706,전라남도목포교육청,061-282-7321~2,972,전남 목포시　
540-953,전라남도순천교육청,061-729-7710~6,1354,전남 순천시　
555-703,여수시교육청,061-690-5550~8,41,전남 여수시　
548-804,전라남도고흥교육청,061-830-2010~5,등암리 326-1,전남 고흥군　
516-800,전라남도곡성교육청,061-360-6660~5,읍내리 310,전남 곡성군　
542-804,전라남도구례교육청,061-782-0751~2,봉동리 290-1,전남 구례군　
517-804,전라남도담양교육청,061-383-3273,지침리 133,전남 담양군　
534-802,전라남도무안교육청,061-454-7806,교촌리 1044,전남 무안군　
546-806,전라남도보성교육청,061-850-7210,주봉리 225,전남 보성군　
530-110,전라남도신안교육청,061-245-3184,6-1,전남 신안군　
513-807,전라남도영광교육청,061-352-1601,무령리 365,전남 영광군　
526-805,전라남도영암교육청,061-470-4150,망호리 753,전남 영암군　
537-802,전라남도완도교육청,061-550-0500,개포리 1227,전남 완도군　
515-805,전라남도장성교육청,061-393-1808~9,영천리 842,전남 장성군　
529-801,전라남도장흥교육청,061-860-1240~6,건산리 611-4,전남 장흥군　
539-803,전라남도진도교육청,061-544-5181,성내리 38-1,전남 진도군　
525-802,전라남도함평교육청,061-324-2051,기각리 892-3,전남 함평군　
536-809,전라남도해남교육청,061-535-2193~4,해리리 685-3,전남 해남군　
519-805,전라남도화순교육청,061-374-1931,훈리 32-2,전남 화순군　
573-885,전라북도군산교육청,063-452-4214~5,757,전북 군산시　
576-804,전라북도김제교육청,063-544-1211,488-1,전북 김제시　
590-120,전라북도남원교육청,063-633-2210,128,전북 남원시　
570-963,전라북도익산교육청,063-850-8866,291-3,전북 익산시　
561-836,전라북도전주교육청,063-270-6020~1,382-7,전북 전주시　
580-800,전라북도정읍교육청,063-530-3040,319-12,전북 정읍시　
585-801,전라북도고창교육청,063-563-2382,교촌리 76-4,전북 고창군　
568-805,전라북도무주교육청,063-320-5151~5,읍내리 329,전북 무주군　
579-805,전라북도부안교육청,063-584-7779,봉덕리 644,전북 부안군　
595-803,잔라북도순창교육청,063-650-6110~6,남계리 268-1,전북 순창군　
561-833,전라북도완주교육청,063-254-3905,216-5,전북 완주군　
566-805,전라북도임실교육청,063-643-3521~4,이도리 142-10,전북 임실군　
597-800,전라북도장수교육청,063-350-5251,장수리 312,전북 장수군　
567-800,전라북도진안교육청,063-430-6240,군상리 222-1,전북 진안군　
314-010,충청남도공주교육청,041-850-2344,79-2,충남 공주시　
320-803,충청남도논산교육청,041-735-7892~3,307-2,충남 논산시　
355-010,충청남도보령교육청,041-935-0926~7,387-15,충남 보령시　
336-020,충청남도아산교육청,041-539-2220~4,158-7,충남 아산시　
312-805,충청남도금산교육청,041-751-0815,아인리 64-3,충남 금산군　
323-802,충청남도부여교육청,041-834-1001~3,가탑리 413-4,충남 부여군　
339-807,충청남도연기교육청,041-861-1131~2,신흥리 53-1,충남 연기군　
390-150,충청북도제천교육청,043-644-7312,191-3,충북 제천시　
380-010,충청북도충주교육청,043-850-0510,229,충북 충주시　
367-802,충청북도괴산교육청,043-833-0314,서부리 508,충북 괴산군　
376-805,충청북도보은교육청,043-542-5472,장신리 32-1,충북 보은군　
373-809,충청북도옥천교육청,732-1313~4,삼양리 222-11,충북 옥천군　
110-788,서울지방국세청,02-397-2200,104,서울 종로구　
611-738,부산지방국세청,051-750-7200,243-13,부산 연제구　
702-857,대구지방국세청,053-350-1200,402-1,대구 북구　　
502-706,광주지방국세청,062-370-5200,627-7,광주 서구　　
306-704,대전지방국세청,042-620-3200,282-1,대전 대덕구　
440-775,중부지방국세청,031-229-4200,216-1,경기 수원시　
135-951,강남세무서,02-519-4200,45-1,서울 강남구　
135-753,삼성세무서,02-3011-7200,824,서울 강남구　
135-753,서초세무서,02-3011-6200,824,서울 강남구　
135-753,역삼세무서,02-3011-8200,824,서울 강남구　
142-702,도봉세무서,02-9440-200,327-5,서울 강북구　
153-703,금천세무서,02-850-4200,953-9,서울 금천구　
132-899,노원세무서,02-901-0200,15,서울 도봉구　
130-704,동대문세무서,02-958-0200,235-5,서울 동대문구
121-712,마포세무서,02-705-7200,43,서울 마포구　
120-785,서대문세무서,02-2287-4200,251,서울 서대문구
137-708,반포세무서,02-590-4200,874-4,서울 서초구　
133-703,성동세무서,02-460-4200,67-6,서울 성동구　
136-708,성북세무서,02-760-8200,3-2,서울 성북구　
138-750,강동세무서,02-2224-0200,388-6,서울 송파구　
138-706,송파세무서,02-2224-9200,388-6,서울 송파구　
158-704,양천세무서,02-2650-9200,319-12,서울 양천구　
150-866,강서세무서,02-2630-4200,24,서울 영등포구
150-954,구로세무서,02-2630-7200,23-1,서울 영등포구
150-945,동작세무서,02-840-9200,476,서울 영등포구
150-955,영등포세무서,02-2630-9200,552-1,서울 영등포구
140-705,용산세무서,02-748-8200,65-342,서울 용산구　
110-709,종로세무서,02-760-9200,58-8,서울 종로구　
100-845,남대문세무서,02-2260-0200,185-10,서울 중구　　
100-795,중부세무서,02-2260-9200,12-3,서울 중구　　
609-703,금정세무서,051-580-6200,266-5,부산 금정구　
601-722,부산진세무서,051-461-9200,247-7,부산 동구　　
617-704,북부산세무서,051-310-6200,134-3,부산 사상구　
602-704,서부산세무서,051-250-6200,288,부산 서구　　
613-703,수영세무서,051-620-9200,148-57,부산 수영구　
611-707,동래세무서,051-860-2200,1463-4,부산 연제구　
600-758,중부산세무서,051-240-0200,50,부산 중구　　
705-790,남대구세무서,053-659-0200,1593-20,대구 남구　　
704-911,서대구세무서,053-659-1200,497-5,대구 달서구　
701-732,동대구세무서,053-749-0200,303-1,대구 동구　　
702-857,북대구세무서,053-350-4200,402-3,대구 북구　　
407-702,북인천세무서,032-540-6200,422-1,인천 계양구　
405-729,남인천세무서,032-460-5200,1447-1,인천 남동구　
401-707,인천세무서,032-770-0200,41,인천 동구　　
404-703,서인천세무서,032-560-5200,683-5,인천 서구　　
501-120,광주세무서,062-605-0200,39-1,광주 동구　　
500-705,북광주세무서,062-5209-200,104-3,광주 북구　　
502-710,서광주세무서,062-380-5200,896-3,광주 서구　　
302-706,서대전세무서,042-480-8200,1296,대전 서구　　
301-707,대전세무서,042-229-8200,188,대전 중구　　
680-702,울산세무서,052-259-0200,1632-1,울산 남구　　
683-300,동울산세무서,052-219-9200,883-1,울산 북구　　
210-921,강릉세무서,033-610-9200,산68,강원 강릉시　
245-080,삼척세무서,033-570-0200,735,강원 삼척시　
217-060,속초세무서,033-639-9200,980-1,강원 속초시　
220-718,원주세무서,033-740-9200,1081-10,강원 원주시　
200-043,춘천세무서,033-2500-200,73,강원 춘천시　
230-800,영월세무서,033-370-0200,185-1,강원 영월군　
250-935,홍천세무서,033-432-7911,연봉5리 136-9,강원 홍천군　
410-741,고양세무서,031-900-9200,774,경기 고양시　
471-703,남양주세무서,031-550-3200,736-2,경기 구리시　
420-706,부천세무서,032-320-5200,1051-10,경기 부천시　
461-704,성남세무서,031-730-6200,183,경기 성남시　
443-701,동수원세무서,031-695-4200,999-1,경기 수원시　
442-785,수원세무서,031-250-4200,,경기 수원시　
429-874,시흥세무서,031-3107-200,546-3,경기 시흥시　
425-704,안산세무서,031-412-3200,517,경기 안산시　
431-825,동안양세무서,031-389-8200,1054-6,경기 안양시　
430-719,안양세무서,031-467-1200,582-4,경기 안양시　
449-816,용인세무서,031-329-2200,602-3,경기 용인시　
480-705,의정부세무서,031-870-4200,350,경기 의정부시
467-709,이천세무서,031-644-0200,38,경기 이천시　
413-011,파주세무서,031-9560-200,76,경기 파주시　
450-704,평택세무서,031-650-0200,90-6,경기 평택시　
621-703,김해세무서,055-320-6200,61-1,경남 김해시　
631-707,마산세무서,055-240-0200,3-8,경남 마산시　
660-988,진주세무서,055-751-0200,515-7,경남 진주시　
641-720,창원세무서,055-239-0200,4-3,경남 창원시　
650-801,통영세무서,055-640-7200,1065-1,경남 통영시　
670-807,거창세무서,055-940-0200,상림리 80,경남 거창군　
712-704,경산세무서,053-811-7291,825-3,경북 경산시　
780-947,경주세무서,054-779-1200,180-4,경북 경주시　
730-902,구미세무서,054-468-4200,174,경북 구미시　
740-708,김천세무서,054-420-3200,320-2,경북 김천시　
742-260,상주세무서,054-534-9011,599-2,경북 상주시　
760-050,안동세무서,054-859-2100,145-1,경북 안동시　
750-901,영주세무서,054-639-5200,2-15,경북 영주시　
791-703,포항세무서,054-245-2200,46-1,경북 포항시　
